appointment_id,patient,prep_nurse,physician,start_time,end_time,examination_room
479,225-72-0476,147,100,7/28/2021,8/5/2021,R
480,651-22-7831,77,19,9/19/2012,9/21/2012,L
481,883-83-2677,187,1,10/26/2009,11/2/2009,Y
482,518-80-0970,125,19,12/23/2001,12/28/2001,M
483,470-26-0096,139,66,2/5/2013,2/12/2013,G
484,769-32-6981,59,59,11/10/2008,11/12/2008,T
485,461-39-8729,88,85,7/20/2017,7/28/2017,I
486,801-86-2021,89,53,6/15/1998,6/16/1998,S
487,312-66-3414,27,55,2/11/2000,2/17/2000,X
488,872-50-7685,16,52,10/31/2020,11/4/2020,U
489,489-41-1285,136,71,5/8/2012,5/13/2012,U
490,189-55-5437,148,67,6/23/2005,6/29/2005,B
491,535-39-9222,34,98,3/19/2015,3/20/2015,R
492,671-84-1242,162,76,4/9/2010,4/13/2010,R
493,112-17-5971,116,81,7/15/2011,7/17/2011,F
494,103-82-6341,59,58,9/2/2007,9/7/2007,M
495,248-01-3551,196,88,7/20/2006,7/27/2006,Y
496,523-38-2229,121,73,3/10/2017,3/16/2017,P
497,819-87-8812,90,84,7/22/1998,7/28/1998,D
498,239-12-1405,33,3,11/17/2007,11/24/2007,P
499,325-95-8565,185,53,8/14/2007,8/15/2007,W
500,195-42-0872,105,35,3/28/2012,3/30/2012,S
501,545-59-1281,178,55,12/18/2008,12/26/2008,O
502,525-91-5032,125,42,4/10/2005,4/13/2005,Q
503,330-99-8111,101,44,2/11/2002,2/12/2002,Y
504,413-18-7014,16,87,8/10/2019,8/17/2019,U
505,313-46-3659,90,87,5/9/2009,5/12/2009,A
506,368-29-3360,66,8,11/15/2007,11/16/2007,P
507,254-28-6417,3,17,12/9/2004,12/12/2004,Y
508,704-27-9497,136,61,2/10/2014,2/18/2014,F
509,676-51-6804,36,55,6/18/2019,6/23/2019,P
510,448-23-7954,34,72,8/31/2009,9/8/2009,Z
511,557-13-5418,106,85,9/8/2021,9/14/2021,I
512,161-64-4660,36,97,9/24/1998,9/30/1998,Z
513,296-24-2775,114,98,1/11/2016,1/16/2016,X
514,437-07-1323,36,78,6/12/1999,6/18/1999,S
515,659-89-0957,181,35,12/7/2014,12/11/2014,U
516,629-72-7485,11,73,3/10/2021,3/14/2021,E
517,597-42-5496,168,85,6/18/2020,6/24/2020,Z
518,529-74-6884,36,63,5/31/2003,6/6/2003,D
519,856-15-9835,19,84,5/4/2020,5/5/2020,O
520,261-20-4873,178,80,8/10/1998,8/15/1998,R
521,537-59-6562,94,49,12/3/1999,12/4/1999,S
522,764-71-3970,101,44,8/30/2019,9/1/2019,J
523,268-36-1553,40,93,11/8/2018,11/9/2018,X
524,639-69-6991,97,77,6/25/2011,6/26/2011,Q
525,823-51-3288,118,32,9/17/2019,9/22/2019,P
526,693-48-8160,47,73,3/4/2021,3/5/2021,X
527,416-11-2445,27,34,6/24/2006,6/26/2006,W
528,762-52-3072,103,50,8/14/1998,8/19/1998,G
529,582-77-4293,76,98,1/27/2000,2/2/2000,Z
530,207-45-9976,179,98,2/9/2001,2/10/2001,N
531,871-17-3951,186,28,7/7/1999,7/14/1999,H
532,851-30-7185,38,70,1/11/2005,1/18/2005,K
533,844-68-5106,50,44,9/27/2015,10/2/2015,A
534,280-13-5270,65,36,1/5/2002,1/13/2002,A
535,172-24-5299,66,64,10/29/2005,11/5/2005,Q
536,625-65-3437,37,70,8/30/2007,9/5/2007,W
537,391-91-7910,148,31,8/10/2001,8/18/2001,I
538,527-46-9848,109,83,10/22/2007,10/30/2007,O
539,720-12-7585,125,74,5/8/2013,5/15/2013,N
540,209-84-5629,151,12,1/11/2000,1/19/2000,H
541,460-40-9581,3,56,11/2/2020,11/7/2020,S
542,827-48-3136,101,27,12/17/2006,12/25/2006,J
543,650-37-0850,2,87,3/25/2007,3/29/2007,Q
544,226-71-2989,141,18,8/7/2018,8/9/2018,Z
545,354-07-5572,199,72,11/27/2018,12/2/2018,O
546,811-84-5998,25,83,5/3/2021,5/8/2021,B
547,364-50-8938,186,19,12/7/2019,12/12/2019,T
548,198-81-6667,153,70,11/19/2002,11/23/2002,Z
549,309-90-0624,193,13,3/25/2012,3/27/2012,E
550,796-70-8932,168,33,5/16/2010,5/21/2010,W
551,171-57-0120,163,7,10/6/1999,10/8/1999,I
552,324-73-1688,21,58,8/30/2017,9/7/2017,J
553,234-74-8673,56,60,10/21/2004,10/28/2004,P
554,477-33-8109,168,74,12/24/2004,12/28/2004,M
555,316-13-6095,33,45,11/6/2010,11/9/2010,A
556,333-37-2934,1,16,5/29/2012,5/30/2012,M
557,818-92-1197,127,23,3/22/1999,3/29/1999,B
558,257-75-1029,127,58,6/6/2018,6/8/2018,Q
559,497-94-5450,196,84,12/13/2019,12/21/2019,N
560,239-18-3663,75,100,8/11/1999,8/12/1999,B
561,165-04-5356,39,66,10/29/2003,11/2/2003,Q
562,847-83-3189,166,48,11/21/2005,11/27/2005,Y
563,652-93-8431,42,5,12/11/1999,12/15/1999,D
564,320-01-5739,155,79,1/22/2019,1/23/2019,V
565,530-10-5647,9,44,7/17/2020,7/18/2020,Z
566,154-14-1625,73,64,7/31/1998,8/1/1998,W
567,745-12-1807,9,2,10/14/2016,10/17/2016,S
568,545-24-6612,177,67,6/13/2013,6/18/2013,Q
569,281-99-0210,55,26,4/30/2014,5/1/2014,H
570,820-60-5295,49,21,10/9/2015,10/13/2015,B
571,197-17-9349,14,89,10/28/2015,10/29/2015,R
572,468-48-8278,173,86,9/4/2013,9/9/2013,R
573,282-75-8449,47,89,10/1/2000,10/7/2000,U
574,529-60-0970,160,81,11/19/2009,11/20/2009,Q
575,425-67-4082,162,70,7/14/2009,7/17/2009,N
576,152-96-0557,140,37,6/30/1999,7/5/1999,E
577,301-57-1845,127,23,7/6/2019,7/10/2019,X
578,102-10-8244,185,79,7/13/2008,7/21/2008,P
579,271-30-0488,117,27,5/24/2021,5/27/2021,Z
580,171-56-0600,148,58,3/31/2010,4/3/2010,G
581,701-25-0315,200,14,8/10/2002,8/15/2002,D
582,759-40-3494,54,23,10/16/2000,10/24/2000,P
583,889-21-9916,112,57,7/11/2019,7/16/2019,J
584,341-55-6931,28,33,6/5/2020,6/13/2020,H
585,205-88-5681,133,14,12/3/2005,12/8/2005,M
586,391-36-2238,118,6,4/10/2010,4/12/2010,F
587,315-75-6128,26,6,1/29/2019,2/4/2019,X
588,319-29-4993,197,84,10/21/2011,10/28/2011,E
589,891-64-3631,136,3,6/24/2014,6/30/2014,X
590,575-71-7633,89,64,3/10/2001,3/17/2001,S
591,487-35-8650,159,39,3/20/2005,3/22/2005,H
592,137-48-1338,141,30,1/15/2007,1/19/2007,K
593,621-11-7525,151,73,1/23/2011,1/30/2011,A
594,442-38-7825,129,84,1/9/2016,1/14/2016,N
595,861-34-1084,62,34,2/15/2005,2/16/2005,C
596,472-02-8506,156,43,7/25/2009,7/29/2009,H
597,446-64-0161,142,6,5/5/2005,5/7/2005,T
598,173-11-3791,37,11,9/21/2021,9/26/2021,E
599,280-59-6610,128,68,2/16/2004,2/17/2004,G
600,551-23-9089,184,33,12/24/1998,12/27/1998,H
601,681-59-7601,28,62,7/21/2007,7/24/2007,Y
602,354-34-4727,59,75,1/9/2013,1/13/2013,G
603,642-69-2689,199,28,10/25/2018,10/30/2018,S
604,276-74-4212,123,11,9/5/2019,9/8/2019,I
605,744-50-4151,78,16,3/24/2001,3/26/2001,Y
606,354-37-2606,23,28,8/27/1998,8/29/1998,M
607,752-77-4954,157,100,2/28/2007,3/2/2007,B
608,705-64-2921,87,42,4/3/1998,4/5/1998,P
609,417-82-0380,99,37,7/24/2010,7/26/2010,R
610,866-61-3614,104,30,8/8/2002,8/15/2002,A
611,668-33-3432,149,79,3/17/2011,3/22/2011,Z
612,366-94-3335,8,73,4/10/2014,4/16/2014,P
613,742-17-2717,141,58,8/14/2017,8/15/2017,L
614,619-25-4549,10,82,1/8/2018,1/14/2018,W
615,219-40-1399,97,61,10/27/1998,10/31/1998,H
616,777-18-8169,172,43,11/23/2011,11/30/2011,I
617,871-03-9339,142,43,3/6/2009,3/12/2009,T
618,492-30-2647,148,2,8/7/2000,8/8/2000,B
619,731-57-0019,79,61,10/3/2021,10/5/2021,Z
620,708-57-9830,193,80,6/21/2007,6/24/2007,C
621,408-79-7801,72,20,10/26/2013,11/1/2013,I
622,488-26-5370,87,84,3/21/1998,3/23/1998,Y
623,304-58-9527,36,20,4/4/2006,4/7/2006,U
624,661-51-4435,74,29,7/17/2021,7/18/2021,V
625,831-67-2835,130,39,7/9/2010,7/10/2010,Z
626,756-85-8523,100,45,10/13/2016,10/14/2016,T
627,185-81-0885,5,28,1/5/2021,1/9/2021,W
628,132-70-4434,67,80,2/24/2002,2/28/2002,U
629,602-73-4421,105,45,9/30/2007,10/1/2007,H
630,811-22-1375,86,80,3/24/2002,4/1/2002,P
631,385-77-9158,14,80,2/10/2020,2/11/2020,L
632,407-97-9152,182,31,7/17/1998,7/24/1998,A
633,161-46-7864,8,12,5/13/2018,5/17/2018,D
634,730-91-7354,2,89,4/25/2019,5/1/2019,g
635,455-18-4954,78,27,11/4/2019,11/7/2019,M
636,238-61-1402,13,80,10/9/2007,10/11/2007,N
637,183-77-1783,156,35,10/1/1998,10/2/1998,L
638,880-94-2299,96,52,7/26/2003,8/2/2003,J
639,606-69-6153,198,93,11/25/2006,11/29/2006,S
640,118-18-7466,33,90,1/29/1999,2/3/1999,A
641,348-52-2997,62,1,6/21/2017,6/23/2017,T
642,369-10-6476,96,18,8/5/2008,8/6/2008,O
643,711-74-7857,8,87,11/20/2002,11/27/2002,K
644,657-98-5147,155,20,7/31/2014,8/3/2014,G
645,300-17-1858,115,39,5/21/2004,5/24/2004,G
646,381-83-5288,107,93,3/24/2015,3/26/2015,P
647,346-98-4381,84,53,12/25/2008,12/28/2008,G
648,780-46-3476,78,14,8/21/2021,8/25/2021,V
649,753-32-3569,35,74,2/11/2005,2/19/2005,V
650,755-13-9481,101,63,4/12/2015,4/19/2015,L
651,572-54-5096,139,63,9/25/2007,9/26/2007,S
652,401-66-5244,85,40,10/23/1998,10/24/1998,I
653,127-18-0789,147,5,4/7/2017,4/14/2017,H
654,742-78-1071,27,36,8/13/2006,8/18/2006,I
655,319-84-4887,107,62,1/2/2004,1/10/2004,L
656,341-60-7823,54,18,11/17/2008,11/24/2008,Z
657,322-26-4241,198,17,4/17/2001,4/19/2001,O
658,132-32-3332,135,74,2/8/2003,2/16/2003,J
659,557-20-5767,153,14,11/20/2016,11/25/2016,U
660,177-12-8396,107,48,7/2/2013,7/8/2013,G
661,178-59-2781,154,28,4/10/2010,4/11/2010,N
662,123-46-5735,76,4,4/13/2008,4/21/2008,W
663,504-01-7248,194,38,7/5/2020,7/8/2020,P
664,801-31-5572,84,56,3/8/2016,3/11/2016,I
665,450-20-0438,54,33,6/9/2013,6/16/2013,V
666,315-83-0917,76,36,4/11/2005,4/13/2005,P
667,225-41-9318,50,95,9/21/2015,9/25/2015,V
668,823-76-8297,87,84,11/9/2010,11/13/2010,B
669,225-62-7278,69,68,9/15/2017,9/16/2017,Q
670,751-06-1342,25,88,9/17/2010,9/19/2010,N
671,480-06-1579,170,17,10/15/2021,10/20/2021,L
672,436-39-5437,19,2,3/7/2010,3/11/2010,V
673,244-78-4852,106,44,8/14/2013,8/19/2013,H
674,714-62-5349,78,19,5/1/2009,5/8/2009,B
675,219-41-5075,22,69,8/23/2014,8/28/2014,H
676,596-94-6937,189,62,12/2/2012,12/5/2012,H
677,288-31-8617,126,19,3/6/2019,3/12/2019,O
678,459-33-3456,57,70,4/26/2011,4/30/2011,J
679,252-34-5724,7,36,4/6/2019,4/13/2019,Y
680,688-83-9934,80,68,1/7/2012,1/9/2012,Z
681,464-04-9882,56,12,4/19/2021,4/26/2021,N
682,260-27-9452,84,80,8/22/2014,8/25/2014,U
683,125-66-3766,72,25,1/17/2021,1/20/2021,E
684,340-07-9858,151,85,5/31/2021,6/4/2021,O
685,863-97-1531,7,81,3/30/2009,4/2/2009,U
686,809-87-4414,101,34,3/5/2014,3/8/2014,K
687,834-11-3726,98,53,10/14/2000,10/16/2000,L
688,153-21-4952,95,85,8/20/2012,8/21/2012,Z
689,225-06-9109,108,28,7/26/1999,8/3/1999,D
690,618-35-7425,86,73,4/23/2018,5/1/2018,Z
691,700-46-6645,29,4,4/16/2009,4/17/2009,W
692,499-28-4571,183,38,10/11/2010,10/14/2010,N
693,330-27-9817,179,84,8/30/2007,9/7/2007,M
694,689-96-3224,60,96,4/16/2003,4/19/2003,X
695,293-55-6474,47,32,10/24/2006,10/27/2006,L
696,678-88-5088,13,62,9/28/1998,9/30/1998,A
697,805-18-0241,125,26,8/1/2020,8/8/2020,W
698,197-21-4632,115,38,6/10/2020,6/14/2020,T
699,250-14-6020,194,55,7/22/2013,7/27/2013,V
700,675-68-7376,64,5,5/28/1999,6/5/1999,R
701,798-51-8863,183,47,9/6/2006,9/8/2006,U
702,412-88-2523,166,77,1/13/1999,1/14/1999,Z
703,153-42-8438,63,94,10/8/2016,10/14/2016,P
704,165-26-2646,142,46,10/8/2020,10/9/2020,A
705,882-42-8387,133,88,6/3/2012,6/9/2012,U
706,339-94-8580,100,32,8/14/2005,8/22/2005,Y
707,215-01-8008,104,42,12/4/1998,12/7/1998,A
708,735-57-4658,76,27,11/7/2014,11/8/2014,G
709,639-42-7594,117,20,5/9/1999,5/13/1999,K
710,154-29-0627,81,53,7/5/2019,7/11/2019,V
711,739-35-1140,59,63,1/29/2014,1/31/2014,P
712,617-61-5646,115,17,9/24/2009,9/28/2009,H
713,770-57-4955,88,47,2/11/2013,2/13/2013,U
714,492-85-2637,122,1,8/18/2011,8/24/2011,B
715,382-66-5922,59,80,8/17/2008,8/22/2008,V
716,258-71-4405,171,83,2/21/1999,2/24/1999,A
717,130-44-6117,178,60,5/4/2012,5/10/2012,X
718,813-36-3949,111,89,1/10/2007,1/16/2007,J
719,523-15-5164,68,18,11/4/1998,11/6/1998,M
720,550-12-5084,42,23,11/13/2016,11/18/2016,T
721,312-64-5541,61,28,9/16/1999,9/24/1999,A
722,711-25-5754,182,31,9/24/2015,9/25/2015,W
723,532-35-3743,107,9,8/16/2012,8/22/2012,B
724,490-21-5851,72,77,9/12/2010,9/19/2010,Y
725,739-41-1456,20,86,3/24/2003,4/1/2003,H
726,670-79-5910,3,15,3/14/2018,3/19/2018,F
727,195-77-2863,95,7,1/26/2016,1/31/2016,L
728,574-95-5193,88,2,4/4/2021,4/9/2021,L
729,190-63-9200,21,15,8/8/2015,8/13/2015,I
730,658-47-7929,148,51,2/8/2002,2/10/2002,A
731,305-67-0623,59,98,1/11/2006,1/19/2006,E
732,674-18-5670,124,77,7/15/2013,7/21/2013,T
733,302-08-7113,96,35,10/15/1998,10/16/1998,F
734,269-50-7178,88,52,3/4/2018,3/6/2018,U
735,179-34-9952,3,34,6/16/2002,6/22/2002,X
736,236-20-7442,150,10,7/23/1999,7/31/1999,Y
737,549-89-5203,90,31,12/31/2007,1/2/2008,Y
738,522-79-4162,88,72,6/8/2002,6/15/2002,Y
739,656-08-8947,95,50,5/24/2001,5/26/2001,U
740,717-40-7939,60,64,12/15/2010,12/18/2010,X
741,110-78-4129,177,29,11/28/2018,12/6/2018,V
742,424-04-2731,89,53,12/31/2016,1/3/2017,N
743,162-99-1186,36,83,9/20/2013,9/23/2013,T
744,131-31-4433,76,98,11/28/2004,12/6/2004,B
745,503-24-5840,13,30,9/21/2007,9/26/2007,N
746,402-77-7311,177,25,5/2/1998,5/8/1998,K
747,630-96-3328,74,95,12/8/2000,12/12/2000,S
748,287-82-5946,125,80,2/9/2002,2/14/2002,D
749,483-10-9599,5,6,3/31/2014,4/2/2014,Z
750,226-42-2341,13,10,12/12/1998,12/13/1998,A
751,223-21-0899,48,73,10/15/2000,10/22/2000,K
752,735-82-3826,32,42,6/29/2005,7/6/2005,W
753,116-36-3248,66,19,8/26/2006,8/28/2006,W
754,279-08-2499,82,50,8/25/2000,8/30/2000,Z
755,539-73-8492,118,46,10/27/2004,10/29/2004,U
756,236-86-4724,94,62,9/2/2018,9/10/2018,L
757,150-57-0620,177,34,2/15/2014,2/20/2014,E
758,436-43-5154,194,66,6/20/2016,6/21/2016,Y
759,124-27-4746,173,69,9/23/2016,9/26/2016,G
760,798-87-3690,180,67,8/16/2016,8/18/2016,B
761,809-26-6184,6,15,12/4/2008,12/9/2008,L
762,163-68-3700,45,89,4/4/2021,4/5/2021,J
763,331-41-5158,8,42,10/28/2001,11/1/2001,S
764,869-10-4110,130,77,8/17/2006,8/19/2006,O
765,145-36-0622,24,50,9/15/2009,9/23/2009,K
766,134-03-8278,84,93,6/11/2004,6/17/2004,X
767,486-07-3554,66,15,5/1/2013,5/6/2013,S
768,200-87-8112,57,59,2/4/2021,2/9/2021,X
769,498-20-8859,46,21,7/18/2019,7/26/2019,J
770,206-19-4940,58,34,1/23/2001,1/27/2001,X
771,382-60-9432,5,79,11/19/2002,11/23/2002,P
772,888-94-2915,117,71,5/5/2006,5/7/2006,S
773,261-42-5061,161,33,4/10/2003,4/13/2003,J
774,676-96-1003,5,1,10/12/2019,10/13/2019,V
775,330-64-3938,47,99,10/27/2011,10/31/2011,H
776,319-79-7406,176,3,8/7/2006,8/8/2006,D
777,851-56-0504,185,76,12/4/2008,12/11/2008,F
778,673-58-1470,124,80,1/25/2014,1/31/2014,F
779,308-76-3298,85,3,1/27/2010,1/31/2010,L
780,133-25-1223,198,74,9/2/2002,9/8/2002,P
781,596-54-8960,51,63,4/2/2004,4/4/2004,K
782,638-69-8822,85,36,3/13/2013,3/17/2013,R
783,694-32-3804,44,95,3/25/2000,3/28/2000,g
784,244-98-6299,158,67,5/17/2006,5/25/2006,N
785,749-91-5543,67,69,7/13/2011,7/15/2011,L
786,408-19-5704,57,57,9/21/2015,9/26/2015,Q
787,322-38-2591,89,11,6/6/2019,6/8/2019,S
788,567-81-4380,91,96,5/1/2009,5/3/2009,V
789,556-85-8524,4,51,1/1/2015,1/5/2015,Y
790,326-88-2930,180,33,2/21/2006,2/22/2006,I
791,306-25-5216,149,5,1/28/2019,2/2/2019,U
792,621-90-6264,78,60,11/22/2018,11/26/2018,H
793,295-97-2128,177,32,6/23/2020,6/27/2020,D
794,482-90-6520,41,11,11/4/2008,11/8/2008,C
795,149-27-6956,74,7,9/14/2010,9/16/2010,L
796,488-52-5538,128,81,9/27/1998,10/2/1998,G
797,449-16-3990,113,70,1/31/2011,2/8/2011,E
798,537-91-3384,147,10,2/23/2004,2/26/2004,J
799,309-77-8675,61,77,3/9/2016,3/17/2016,L
800,689-21-6566,184,71,11/28/2004,12/5/2004,C
801,598-76-2134,189,12,12/28/1999,1/4/2000,V
802,742-52-4169,160,43,1/29/2020,1/31/2020,Y
803,436-53-6613,140,37,11/16/2001,11/18/2001,M
804,474-69-3882,11,100,12/24/2018,12/30/2018,E
805,351-86-9776,111,23,3/21/2011,3/23/2011,M
806,187-13-9630,181,89,3/27/2004,3/28/2004,I
807,555-55-1408,42,46,8/2/2003,8/4/2003,K
808,166-66-2897,11,29,12/25/2012,12/29/2012,M
809,310-75-9509,82,49,12/23/2013,12/26/2013,Y
810,123-83-0529,1,93,7/16/2004,7/17/2004,D
811,779-85-5230,189,10,3/28/2002,4/5/2002,D
812,607-70-4612,30,40,11/1/2012,11/8/2012,Z
813,155-20-4594,17,91,3/6/2016,3/11/2016,X
814,116-60-9580,39,66,8/25/2018,8/31/2018,P
815,478-34-5641,162,96,3/1/2011,3/7/2011,E
816,628-43-0079,86,98,2/13/2013,2/21/2013,Y
817,486-93-9695,60,77,9/2/2013,9/4/2013,G
818,822-80-8375,23,4,6/10/2007,6/17/2007,A
819,687-14-7533,4,46,5/23/2005,5/29/2005,K
820,314-97-5931,33,81,1/8/2021,1/13/2021,W
821,217-16-2543,61,71,1/29/2003,2/2/2003,Z
822,397-56-5782,22,46,8/30/1998,9/7/1998,Y
823,797-47-2882,67,88,4/26/2009,4/30/2009,F
824,590-93-7962,105,75,5/8/1999,5/14/1999,Z
825,694-97-8708,58,79,7/8/2018,7/16/2018,C
826,709-93-2762,189,85,7/8/2006,7/13/2006,L
827,167-50-6319,151,7,3/5/2010,3/12/2010,W
828,802-39-0191,116,24,9/7/2006,9/13/2006,U
829,102-09-3343,6,12,12/8/1997,12/13/1997,D
830,708-52-2945,61,4,4/2/2021,4/3/2021,L
831,380-24-4347,103,24,12/26/2001,1/2/2002,S
832,236-22-6286,8,3,6/5/2000,6/7/2000,B
833,224-89-4697,190,94,12/17/2019,12/19/2019,H
834,603-28-0561,76,85,1/23/2011,1/25/2011,g
835,336-07-1343,152,69,6/17/2005,6/20/2005,S
836,484-38-2833,134,99,1/8/2015,1/10/2015,V
837,645-10-2219,38,61,1/29/2009,2/3/2009,A
838,403-06-9974,6,96,7/8/2014,7/14/2014,S
839,503-57-4422,149,4,7/5/2015,7/8/2015,B
840,668-64-9628,93,34,4/15/2011,4/21/2011,F
841,373-50-1029,65,10,1/1/2001,1/3/2001,K
842,498-79-2897,120,20,11/4/1998,11/10/1998,O
843,178-10-4674,65,77,7/11/2018,7/13/2018,Z
844,199-13-1703,131,10,3/4/2006,3/8/2006,S
845,496-78-6444,108,16,10/16/2009,10/20/2009,J
846,856-38-4047,35,29,10/10/2005,10/12/2005,Y
847,462-38-2258,170,43,12/3/2018,12/8/2018,A
848,175-11-6511,88,5,1/25/2013,1/30/2013,A
849,138-95-3360,40,20,3/23/2005,3/25/2005,X
850,260-07-8361,185,89,3/10/2020,3/14/2020,B
851,268-47-8569,188,45,7/23/2002,7/31/2002,Z
852,753-24-1954,43,15,9/22/2000,9/28/2000,E
853,170-60-8590,196,36,2/25/2007,3/2/2007,V
854,593-28-3313,81,80,10/14/2007,10/16/2007,B
855,677-07-8216,180,30,5/15/1999,5/18/1999,O
856,892-87-9546,176,36,5/26/2012,5/27/2012,D
857,820-41-3530,12,89,11/3/2019,11/5/2019,M
858,150-25-5831,18,86,10/16/2000,10/20/2000,N
859,287-04-9426,124,56,3/20/2017,3/26/2017,Z
860,596-41-0484,154,38,10/17/2010,10/25/2010,U
861,275-99-0591,187,72,2/9/2004,2/15/2004,Q
862,607-33-0647,195,100,8/2/2004,8/6/2004,Y
863,512-66-9604,80,97,10/26/2007,10/28/2007,P
864,503-29-7051,128,63,8/21/2019,8/27/2019,G
865,745-40-5267,112,59,5/22/2008,5/29/2008,U
866,855-83-2732,164,47,1/12/2007,1/13/2007,J
867,482-26-9443,69,69,7/30/2007,8/3/2007,H
868,119-93-4835,153,70,9/2/2016,9/3/2016,V
869,420-44-8822,194,7,4/11/2002,4/16/2002,R
870,718-09-3565,199,73,3/29/2000,4/2/2000,K
871,502-64-1355,4,7,7/8/2019,7/14/2019,Z
872,187-88-5885,75,91,11/26/2012,11/28/2012,R
873,174-98-2757,186,77,4/15/1998,4/17/1998,Q
874,705-13-1332,162,33,6/24/2007,6/27/2007,S
875,886-97-4665,188,89,5/31/2013,6/8/2013,D
876,248-84-4883,17,30,12/4/2018,12/7/2018,S
877,499-94-5388,28,79,2/12/2001,2/15/2001,G
878,695-33-1256,39,36,3/4/2005,3/10/2005,W
879,877-56-7009,57,56,8/23/2005,8/26/2005,L
880,515-79-7788,114,4,9/4/2012,9/11/2012,W
881,806-66-7839,114,53,10/25/2013,10/26/2013,D
882,310-93-5608,66,26,1/17/2010,1/24/2010,C
883,806-19-9936,11,15,10/25/2018,11/2/2018,V
884,760-39-0297,53,87,6/24/2000,6/28/2000,A
885,832-61-2032,26,31,7/21/2013,7/29/2013,V
886,889-87-5633,143,77,12/12/2009,12/17/2009,S
887,649-61-5215,192,28,11/29/2011,12/7/2011,L
888,448-43-1669,86,31,6/14/2004,6/21/2004,F
889,104-13-8898,128,89,1/11/2009,1/12/2009,X
890,687-97-8899,97,86,1/19/2000,1/24/2000,N
891,755-53-8714,88,16,6/17/2003,6/18/2003,M
892,256-41-9692,45,46,12/21/2019,12/24/2019,K
893,429-35-0468,28,1,8/27/2018,9/3/2018,B
894,443-18-5565,126,27,1/6/2011,1/12/2011,g
895,755-04-5076,62,47,9/1/2009,9/3/2009,F
896,791-09-0233,162,78,2/2/1998,2/5/1998,O
897,457-06-4532,101,48,2/3/2000,2/6/2000,I
898,204-17-2929,166,48,9/12/2014,9/20/2014,M
899,737-52-6137,171,11,7/20/2015,7/26/2015,B
900,408-57-0894,77,79,9/28/2008,10/4/2008,D
901,270-96-9833,128,92,5/26/1999,5/27/1999,g
902,618-73-5603,180,5,3/2/2004,3/4/2004,A
903,751-42-3796,28,93,5/13/2021,5/16/2021,S
904,785-23-1931,85,14,8/25/2019,8/30/2019,B
905,692-22-9750,34,79,8/31/2018,9/4/2018,X
906,679-06-5879,191,86,11/1/2004,11/9/2004,P
907,556-43-0528,133,98,2/13/2014,2/19/2014,C
908,835-09-3311,114,10,6/24/2010,6/28/2010,L
909,314-56-9391,147,25,10/25/2021,10/29/2021,H
910,785-43-0973,104,96,4/24/2005,4/26/2005,V
911,129-87-7029,146,2,7/1/2011,7/4/2011,U
912,459-95-9629,149,29,6/3/2013,6/6/2013,O
913,223-29-2837,109,28,4/14/2014,4/22/2014,E
914,373-95-0339,52,7,7/1/2017,7/5/2017,Y
915,727-57-1919,146,95,3/11/2016,3/14/2016,Z
916,306-92-5681,26,5,4/2/2017,4/9/2017,Y
917,105-12-7321,33,67,7/3/1999,7/7/1999,N
918,297-19-4735,11,11,5/30/2021,6/4/2021,I
919,263-39-0197,50,60,10/29/1998,11/3/1998,T
920,339-41-0206,160,42,4/10/2016,4/17/2016,W
921,776-30-8109,87,16,12/3/2003,12/11/2003,E
922,861-65-0293,128,57,2/8/2019,2/15/2019,J
923,409-86-3229,184,41,11/8/2005,11/11/2005,E
924,495-79-4604,134,77,3/30/2007,4/1/2007,Q
925,534-86-8070,26,49,3/7/2020,3/8/2020,Q
926,707-88-5316,189,59,3/15/2020,3/22/2020,U
927,386-43-9204,50,96,1/24/2012,1/28/2012,U
928,218-49-4361,48,63,9/18/2011,9/22/2011,H
929,878-25-3102,166,53,11/15/2005,11/22/2005,I
930,617-18-2740,1,51,10/21/2014,10/29/2014,B
931,432-55-4860,17,12,9/22/1998,9/26/1998,E
932,546-58-3415,119,22,7/30/2005,8/3/2005,T
933,477-32-2207,56,39,12/23/2016,12/30/2016,E
934,311-94-2450,173,6,1/17/2008,1/22/2008,H
935,699-89-3379,18,94,12/13/2014,12/15/2014,Q
936,617-16-5374,88,2,9/14/2003,9/22/2003,V
937,421-33-7698,58,56,1/1/1999,1/3/1999,O
938,164-43-5806,158,75,10/21/2005,10/28/2005,T
939,721-60-7921,160,33,8/23/2006,8/31/2006,S
940,289-78-4238,91,34,2/2/2019,2/3/2019,Y
941,545-01-8900,48,47,8/21/2015,8/28/2015,T
942,467-70-5039,181,84,2/6/2010,2/10/2010,Q
943,816-94-3864,128,90,1/23/2006,1/30/2006,A
944,451-65-5881,186,1,8/6/2004,8/14/2004,Z
945,377-43-5549,153,65,4/15/2014,4/19/2014,D
946,159-69-5007,187,78,10/25/2008,10/29/2008,G
947,493-57-7041,136,34,7/2/2020,7/9/2020,Q
948,702-28-6015,85,71,10/31/2001,11/2/2001,C
949,623-19-3152,194,53,4/8/2015,4/12/2015,H
950,556-60-5405,81,40,9/25/2013,9/26/2013,M
951,660-72-3454,150,26,4/7/2013,4/12/2013,E
952,287-11-2693,48,47,4/8/2006,4/13/2006,M
953,420-40-0190,164,15,4/21/1998,4/27/1998,H
954,544-04-4988,27,16,2/12/2018,2/17/2018,K
955,126-83-9541,84,56,12/14/2013,12/21/2013,X
956,221-84-2855,112,23,12/20/1997,12/27/1997,T
957,225-76-6305,138,10,9/19/2007,9/20/2007,U
