stay_id,patient,room,start_time,end_time
482.0,578-25-6897,106.0,2/26/2021,2021-03-03
483.0,820-60-5295,483.0,8/12/2021,2021-08-13
484.0,486-70-4749,123.0,2/15/2021,2021-02-16
485.0,183-88-3695,485.0,2/5/2021,2021-02-08
486.0,533-82-0051,156.0,1/29/2021,2021-01-30
487.0,346-89-2994,487.0,4/24/2021,2021-04-27
488.0,819-87-8812,488.0,3/2/2021,2021-03-05
489.0,461-39-8729,489.0,7/15/2021,2021-07-18
490.0,569-48-5837,55.0,1/16/2021,2021-01-17
491.0,293-55-6474,491.0,6/9/2021,2021-06-13
492.0,460-40-9581,492.0,9/28/2021,2021-10-05
493.0,664-06-8692,80.0,10/15/2021,2021-10-23
494.0,408-79-7801,494.0,9/10/2021,2021-09-15
495.0,267-14-4987,495.0,4/24/2021,2021-05-01
496.0,407-97-9152,128.0,11/2/2021,2021-11-08
497.0,736-49-3332,46.0,9/6/2021,2021-09-08
498.0,832-01-4729,90.0,12/25/2020,2020-12-30
499.0,676-96-1003,499.0,5/20/2021,2021-05-23
500.0,189-55-5437,500.0,11/25/2021,2021-12-02
501.0,364-50-8938,237.0,9/7/2021,2021-09-08
502.0,599-86-1914,56.0,10/3/2021,2021-10-11
503.0,132-70-4434,237.0,4/22/2021,2021-04-24
504.0,590-93-7962,504.0,9/30/2021,2021-10-06
505.0,238-61-1402,505.0,7/13/2021,2021-07-15
506.0,470-26-0096,54.0,6/28/2021,2021-06-30
507.0,163-68-3700,507.0,4/16/2021,2021-04-23
508.0,409-27-4762,161.0,12/9/2020,2020-12-17
509.0,105-12-7321,509.0,7/20/2021,2021-07-23
510.0,350-26-0964,30.0,3/5/2021,2021-03-09
511.0,313-56-2998,511.0,10/31/2021,2021-11-06
512.0,313-46-3659,215.0,10/21/2021,2021-10-29
513.0,799-79-0954,55.0,5/30/2021,2021-06-06
514.0,711-25-5754,514.0,2/19/2021,2021-02-21
515.0,883-83-2677,515.0,3/29/2021,2021-04-04
516.0,395-63-9768,182.0,11/30/2020,2020-12-04
517.0,192-78-5701,34.0,11/16/2021,2021-11-24
518.0,822-80-8375,14.0,1/27/2021,2021-01-31
519.0,709-93-2762,519.0,11/15/2021,2021-11-20
520.0,500-32-9327,50.0,1/25/2021,2021-01-30
521.0,330-27-9817,521.0,3/21/2021,2021-03-25
522.0,376-44-0819,522.0,6/13/2021,2021-06-15
523.0,173-70-9342,523.0,5/27/2021,2021-06-04
524.0,297-19-4735,53.0,5/4/2021,2021-05-12
525.0,452-70-1330,525.0,7/19/2021,2021-07-24
526.0,364-50-8938,200.0,3/6/2021,2021-03-09
527.0,536-81-2337,222.0,8/7/2021,2021-08-14
528.0,450-20-0438,200.0,4/17/2021,2021-04-19
529.0,429-35-0468,529.0,5/14/2021,2021-05-15
530.0,566-24-2545,530.0,3/7/2021,2021-03-11
531.0,137-48-1338,189.0,6/21/2021,2021-06-24
532.0,582-77-4293,46.0,12/19/2020,2020-12-20
533.0,886-97-4665,533.0,12/25/2020,2021-01-02
534.0,189-55-5437,139.0,9/2/2021,2021-09-03
535.0,668-64-9628,535.0,10/31/2021,2021-11-03
536.0,823-76-8297,6.0,6/11/2021,2021-06-15
537.0,872-79-4204,537.0,12/30/2020,2021-01-04
538.0,452-70-1330,69.0,11/8/2021,2021-11-09
539.0,504-01-7248,49.0,12/18/2020,2020-12-24
540.0,710-58-0469,171.0,9/17/2021,2021-09-24
541.0,502-94-1470,161.0,11/15/2021,2021-11-22
542.0,482-86-4849,31.0,4/25/2021,2021-04-28
543.0,280-83-9977,543.0,10/13/2021,2021-10-15
544.0,212-98-1426,544.0,4/11/2021,2021-04-12
545.0,651-25-7990,545.0,2/10/2021,2021-02-16
546.0,892-87-9546,239.0,1/31/2021,2021-02-08
547.0,225-72-0476,547.0,6/4/2021,2021-06-11
548.0,888-94-2915,548.0,5/30/2021,2021-06-07
549.0,197-17-9349,146.0,9/7/2021,2021-09-11
550.0,545-24-6612,243.0,11/1/2021,2021-11-09
551.0,528-87-8068,551.0,11/25/2021,2021-11-28
552.0,470-26-0096,195.0,3/1/2021,2021-03-06
553.0,298-23-7739,553.0,1/27/2021,2021-01-30
554.0,167-50-6319,554.0,8/15/2021,2021-08-18
555.0,407-97-9152,555.0,2/20/2021,2021-02-21
556.0,430-39-0939,13.0,6/1/2021,2021-06-04
557.0,892-87-9546,36.0,10/27/2021,2021-11-02
558.0,800-25-8471,173.0,5/14/2021,2021-05-19
559.0,582-77-4293,181.0,4/27/2021,2021-05-05
560.0,537-91-3384,157.0,12/25/2020,2020-12-29
561.0,490-21-5851,561.0,6/20/2021,2021-06-26
562.0,393-98-8553,562.0,1/13/2021,2021-01-15
563.0,339-41-0206,563.0,8/18/2021,2021-08-20
564.0,593-28-3313,146.0,3/26/2021,2021-04-01
565.0,397-48-0756,103.0,7/9/2021,2021-07-14
566.0,488-26-5370,97.0,8/6/2021,2021-08-14
567.0,835-07-1940,94.0,7/10/2021,2021-07-12
568.0,341-60-7823,568.0,2/15/2021,2021-02-17
569.0,752-79-0977,131.0,8/31/2021,2021-09-03
570.0,889-87-5633,96.0,1/30/2021,2021-02-06
571.0,100-83-8473,571.0,5/24/2021,2021-06-01
572.0,871-52-0794,572.0,4/15/2021,2021-04-19
573.0,341-55-6931,250.0,7/25/2021,2021-08-01
574.0,244-98-6299,574.0,9/6/2021,2021-09-11
575.0,289-78-4238,220.0,3/26/2021,2021-04-01
576.0,486-93-9695,576.0,2/28/2021,2021-03-01
577.0,560-17-4612,75.0,8/15/2021,2021-08-21
578.0,480-75-8167,192.0,8/24/2021,2021-08-30
579.0,850-41-9102,242.0,12/23/2020,2020-12-30
580.0,878-74-6935,580.0,7/11/2021,2021-07-18
581.0,534-86-8070,581.0,8/3/2021,2021-08-05
582.0,175-11-6511,74.0,2/1/2021,2021-02-07
583.0,596-67-0694,215.0,4/1/2021,2021-04-09
584.0,557-13-5418,101.0,7/5/2021,2021-07-13
585.0,376-44-0819,67.0,9/8/2021,2021-09-16
586.0,714-02-7396,48.0,1/13/2021,2021-01-18
587.0,153-21-4952,180.0,1/11/2021,2021-01-17
588.0,456-44-6934,193.0,7/7/2021,2021-07-08
589.0,386-06-9313,77.0,9/15/2021,2021-09-16
590.0,267-14-4987,590.0,8/8/2021,2021-08-13
591.0,219-41-5075,591.0,5/27/2021,2021-05-31
592.0,221-84-2855,22.0,5/21/2021,2021-05-22
593.0,661-43-2960,189.0,2/19/2021,2021-02-23
594.0,709-93-2762,92.0,11/23/2021,2021-11-24
595.0,535-39-9222,228.0,10/19/2021,2021-10-27
596.0,562-17-6252,111.0,3/8/2021,2021-03-09
597.0,899-04-4263,139.0,10/21/2021,2021-10-23
598.0,818-92-1197,598.0,12/5/2020,2020-12-09
599.0,744-10-1287,599.0,8/18/2021,2021-08-23
600.0,456-44-6934,36.0,12/13/2020,2020-12-21
601.0,775-91-9031,8.0,3/24/2021,2021-03-31
602.0,547-14-7616,138.0,6/12/2021,2021-06-18
603.0,409-86-3229,100.0,6/21/2021,2021-06-26
604.0,556-97-5823,604.0,12/7/2020,2020-12-15
605.0,610-84-7778,605.0,11/25/2021,2021-11-29
606.0,582-77-4293,216.0,5/13/2021,2021-05-21
607.0,803-78-6560,8.0,3/11/2021,2021-03-18
608.0,558-07-2871,16.0,7/11/2021,2021-07-15
609.0,889-21-9916,115.0,2/2/2021,2021-02-05
610.0,177-12-8396,610.0,7/6/2021,2021-07-09
611.0,560-95-3597,144.0,12/21/2020,2020-12-28
612.0,319-84-4887,102.0,11/17/2021,2021-11-19
613.0,330-64-3938,60.0,1/8/2021,2021-01-15
614.0,222-66-5653,614.0,1/25/2021,2021-01-30
615.0,749-91-5543,127.0,8/29/2021,2021-09-03
616.0,822-80-8375,86.0,5/30/2021,2021-06-06
617.0,155-82-9269,67.0,8/14/2021,2021-08-22
618.0,300-17-1858,618.0,1/4/2021,2021-01-06
619.0,104-01-8835,619.0,11/17/2021,2021-11-20
620.0,650-37-0850,620.0,4/5/2021,2021-04-13
621.0,645-51-2415,621.0,10/30/2021,2021-11-03
622.0,550-12-5084,29.0,4/28/2021,2021-05-03
623.0,153-42-8438,37.0,4/2/2021,2021-04-07
624.0,288-31-8617,228.0,1/21/2021,2021-01-26
625.0,639-69-6991,625.0,1/5/2021,2021-01-07
626.0,199-13-1703,626.0,1/10/2021,2021-01-12
627.0,195-42-0872,112.0,6/27/2021,2021-07-04
628.0,700-46-6645,628.0,5/22/2021,2021-05-30
629.0,820-69-6956,232.0,8/29/2021,2021-09-04
630.0,560-17-4612,139.0,9/30/2021,2021-10-01
631.0,314-97-5931,31.0,5/2/2021,2021-05-05
632.0,116-36-3248,632.0,10/27/2021,2021-10-29
633.0,363-62-0055,633.0,11/6/2021,2021-11-12
634.0,538-80-4009,231.0,3/14/2021,2021-03-18
635.0,660-72-3454,635.0,1/3/2021,2021-01-07
636.0,798-92-5146,74.0,6/20/2021,2021-06-24
637.0,873-94-8728,47.0,3/26/2021,2021-03-31
638.0,486-74-3399,63.0,9/15/2021,2021-09-18
639.0,366-94-3977,219.0,4/25/2021,2021-05-01
640.0,759-40-3494,120.0,9/10/2021,2021-09-17
641.0,683-66-0379,40.0,12/17/2020,2020-12-22
642.0,832-61-2032,11.0,2/1/2021,2021-02-05
643.0,868-41-1051,62.0,5/31/2021,2021-06-07
644.0,763-95-0737,112.0,6/27/2021,2021-07-01
645.0,312-66-3414,645.0,4/17/2021,2021-04-25
646.0,753-24-1954,238.0,6/9/2021,2021-06-12
647.0,582-77-4293,647.0,8/19/2021,2021-08-20
648.0,161-46-7864,648.0,10/31/2021,2021-11-07
649.0,412-88-2523,195.0,9/8/2021,2021-09-10
650.0,752-79-0977,650.0,4/1/2021,2021-04-08
651.0,312-64-5541,651.0,2/9/2021,2021-02-12
652.0,238-61-1402,142.0,11/8/2021,2021-11-09
653.0,705-13-1332,26.0,3/16/2021,2021-03-22
654.0,508-05-1248,98.0,11/16/2021,2021-11-21
655.0,523-15-5164,233.0,9/7/2021,2021-09-14
656.0,408-17-1689,656.0,12/4/2020,2020-12-12
657.0,396-20-3645,131.0,11/30/2020,2020-12-05
658.0,690-75-6196,114.0,3/13/2021,2021-03-19
659.0,498-20-8859,659.0,4/28/2021,2021-04-30
660.0,832-61-2032,660.0,7/20/2021,2021-07-25
661.0,605-11-9856,26.0,11/13/2021,2021-11-14
662.0,739-41-1456,662.0,12/18/2020,2020-12-20
663.0,827-87-2539,107.0,4/8/2021,2021-04-15
664.0,883-83-2677,91.0,4/1/2021,2021-04-09
665.0,167-50-6319,154.0,12/3/2020,2020-12-04
666.0,667-65-9739,144.0,4/9/2021,2021-04-15
667.0,333-25-3824,235.0,8/23/2021,2021-08-25
668.0,158-18-9400,668.0,11/30/2020,2020-12-06
669.0,155-82-9269,83.0,9/2/2021,2021-09-07
670.0,531-20-8529,670.0,8/21/2021,2021-08-23
671.0,155-20-4594,244.0,1/8/2021,2021-01-13
672.0,749-91-5543,55.0,2/7/2021,2021-02-09
673.0,391-91-7910,222.0,3/12/2021,2021-03-19
674.0,861-65-0293,674.0,6/8/2021,2021-06-12
675.0,287-11-2693,19.0,1/17/2021,2021-01-24
676.0,738-57-6940,109.0,7/19/2021,2021-07-24
677.0,103-16-1964,179.0,3/29/2021,2021-04-05
678.0,651-56-4187,678.0,4/30/2021,2021-05-02
679.0,492-85-2637,679.0,3/13/2021,2021-03-17
680.0,681-59-7601,680.0,5/22/2021,2021-05-27
681.0,728-91-4975,73.0,3/14/2021,2021-03-16
682.0,650-37-0850,682.0,12/27/2020,2021-01-02
683.0,727-57-1919,683.0,5/22/2021,2021-05-26
684.0,667-65-9739,18.0,10/14/2021,2021-10-20
685.0,658-47-7929,685.0,7/17/2021,2021-07-19
686.0,754-52-1507,686.0,8/28/2021,2021-09-04
687.0,183-88-3695,687.0,2/10/2021,2021-02-12
688.0,665-45-1846,688.0,10/27/2021,2021-10-30
689.0,253-40-4800,236.0,11/15/2021,2021-11-20
690.0,788-16-9577,148.0,10/19/2021,2021-10-21
691.0,569-40-0040,691.0,4/15/2021,2021-04-17
692.0,225-62-7278,165.0,7/2/2021,2021-07-10
693.0,397-56-5782,115.0,4/26/2021,2021-05-02
694.0,780-46-3476,694.0,9/29/2021,2021-10-06
695.0,167-50-6319,179.0,8/8/2021,2021-08-10
696.0,587-09-1324,111.0,12/27/2020,2021-01-04
697.0,155-20-4594,697.0,2/22/2021,2021-02-24
698.0,338-14-4894,77.0,12/11/2020,2020-12-16
699.0,219-41-5075,41.0,10/28/2021,2021-11-02
700.0,482-26-9443,105.0,1/30/2021,2021-02-01
701.0,797-47-2882,701.0,2/19/2021,2021-02-27
702.0,404-40-4275,702.0,7/15/2021,2021-07-20
703.0,333-37-2934,703.0,12/13/2020,2020-12-19
704.0,464-04-9882,132.0,12/12/2020,2020-12-18
705.0,431-42-8640,219.0,5/25/2021,2021-06-01
706.0,451-96-0236,128.0,4/7/2021,2021-04-09
707.0,882-42-8387,188.0,8/8/2021,2021-08-09
708.0,175-11-6511,208.0,7/18/2021,2021-07-20
709.0,663-58-3064,709.0,7/5/2021,2021-07-06
710.0,102-09-3343,152.0,2/28/2021,2021-03-08
711.0,498-66-8802,188.0,4/10/2021,2021-04-12
712.0,702-28-6015,172.0,5/12/2021,2021-05-13
713.0,745-17-9823,713.0,6/24/2021,2021-07-02
714.0,394-28-3901,62.0,6/16/2021,2021-06-21
715.0,331-86-5584,245.0,1/5/2021,2021-01-07
716.0,512-66-9604,716.0,1/24/2021,2021-02-01
717.0,832-61-2032,717.0,11/20/2021,2021-11-22
718.0,290-93-2741,210.0,7/31/2021,2021-08-03
719.0,310-22-0622,6.0,5/8/2021,2021-05-10
720.0,726-27-6210,720.0,6/14/2021,2021-06-17
721.0,735-82-3826,159.0,11/25/2021,2021-11-29
722.0,677-07-8216,722.0,6/8/2021,2021-06-15
723.0,523-15-5164,120.0,10/25/2021,2021-10-27
724.0,354-34-4727,724.0,2/6/2021,2021-02-11
725.0,574-91-6186,725.0,10/28/2021,2021-11-01
726.0,451-96-0236,726.0,12/15/2020,2020-12-23
727.0,730-91-7354,727.0,9/30/2021,2021-10-07
728.0,200-01-6667,728.0,8/18/2021,2021-08-19
729.0,364-14-4177,191.0,4/23/2021,2021-04-24
730.0,884-22-6123,40.0,4/28/2021,2021-05-05
731.0,281-99-0210,127.0,1/15/2021,2021-01-17
732.0,395-63-9768,206.0,3/4/2021,2021-03-10
733.0,132-70-4434,232.0,12/24/2020,2020-12-25
734.0,163-68-3700,22.0,12/7/2020,2020-12-12
735.0,717-40-7939,245.0,1/31/2021,2021-02-04
736.0,407-97-9152,736.0,6/3/2021,2021-06-09
737.0,493-57-7041,70.0,11/9/2021,2021-11-14
738.0,112-17-5971,738.0,9/10/2021,2021-09-18
739.0,753-32-3569,64.0,1/13/2021,2021-01-14
740.0,127-18-0789,95.0,10/14/2021,2021-10-21
741.0,300-63-8232,144.0,5/17/2021,2021-05-19
742.0,128-42-4132,183.0,11/5/2021,2021-11-08
743.0,154-28-5398,154.0,11/8/2021,2021-11-10
744.0,319-33-4555,744.0,9/3/2021,2021-09-07
745.0,544-04-4988,84.0,3/15/2021,2021-03-23
746.0,504-36-4446,108.0,11/18/2021,2021-11-26
747.0,322-38-2591,747.0,6/14/2021,2021-06-17
748.0,888-94-2915,229.0,1/6/2021,2021-01-07
749.0,159-69-5007,65.0,5/28/2021,2021-06-01
750.0,415-36-2271,42.0,10/10/2021,2021-10-16
751.0,179-01-3010,194.0,12/18/2020,2020-12-19
752.0,506-71-9394,752.0,2/7/2021,2021-02-11
753.0,414-84-3654,239.0,3/7/2021,2021-03-10
754.0,261-20-4873,25.0,9/15/2021,2021-09-18
755.0,217-69-1209,133.0,8/13/2021,2021-08-20
756.0,736-49-3332,15.0,2/17/2021,2021-02-23
757.0,775-91-9031,757.0,6/10/2021,2021-06-14
758.0,382-66-5922,758.0,6/12/2021,2021-06-17
759.0,776-30-8109,49.0,3/7/2021,2021-03-15
760.0,152-96-0557,244.0,7/29/2021,2021-08-02
761.0,321-76-6170,147.0,4/5/2021,2021-04-12
762.0,183-77-1783,15.0,7/2/2021,2021-07-07
763.0,671-84-1242,763.0,7/18/2021,2021-07-26
764.0,771-69-0776,171.0,7/3/2021,2021-07-09
765.0,617-61-5646,765.0,5/31/2021,2021-06-02
766.0,618-73-5603,766.0,4/29/2021,2021-05-01
767.0,315-83-0917,767.0,12/29/2020,2020-12-30
768.0,606-69-6153,195.0,9/15/2021,2021-09-18
769.0,760-29-7067,214.0,12/15/2020,2020-12-21
770.0,192-78-5701,110.0,6/25/2021,2021-06-28
771.0,707-84-9295,771.0,4/29/2021,2021-05-02
772.0,888-52-7112,141.0,11/2/2021,2021-11-09
773.0,287-04-9426,249.0,10/5/2021,2021-10-11
774.0,687-46-8390,774.0,2/7/2021,2021-02-12
775.0,293-04-2803,110.0,1/2/2021,2021-01-07
776.0,221-84-2855,68.0,10/8/2021,2021-10-09
777.0,599-86-1914,116.0,7/16/2021,2021-07-20
778.0,239-12-1405,778.0,10/14/2021,2021-10-22
779.0,374-54-2299,58.0,5/12/2021,2021-05-17
780.0,155-40-7234,780.0,6/21/2021,2021-06-29
781.0,413-18-7014,151.0,10/21/2021,2021-10-24
782.0,543-94-1218,195.0,11/22/2021,2021-11-30
783.0,594-48-9239,783.0,11/26/2021,2021-11-29
784.0,393-37-5881,784.0,1/8/2021,2021-01-15
785.0,409-86-3229,57.0,12/4/2020,2020-12-06
786.0,326-63-0249,786.0,1/7/2021,2021-01-11
787.0,296-24-2775,106.0,6/30/2021,2021-07-02
788.0,291-20-5847,139.0,7/12/2021,2021-07-20
789.0,322-26-4241,789.0,10/9/2021,2021-10-12
790.0,399-35-2118,141.0,10/30/2021,2021-11-07
791.0,373-50-1029,159.0,5/25/2021,2021-05-28
792.0,716-41-6232,116.0,7/27/2021,2021-07-30
793.0,711-74-7857,208.0,5/16/2021,2021-05-19
794.0,518-25-0034,794.0,3/1/2021,2021-03-07
795.0,752-77-4954,80.0,1/22/2021,2021-01-30
796.0,735-91-2466,139.0,2/28/2021,2021-03-03
797.0,688-67-3798,88.0,6/4/2021,2021-06-05
798.0,786-28-5722,798.0,12/6/2020,2020-12-12
799.0,639-42-7594,103.0,2/3/2021,2021-02-07
800.0,163-68-3700,800.0,7/3/2021,2021-07-09
801.0,248-02-2795,89.0,7/27/2021,2021-08-02
802.0,878-25-3102,186.0,6/14/2021,2021-06-20
803.0,273-14-9234,105.0,7/1/2021,2021-07-09
804.0,171-57-0120,804.0,7/28/2021,2021-08-05
805.0,162-22-6158,123.0,10/15/2021,2021-10-18
806.0,316-13-6095,806.0,5/2/2021,2021-05-08
807.0,486-74-3399,128.0,2/19/2021,2021-02-22
808.0,385-77-9158,89.0,10/1/2021,2021-10-07
809.0,832-33-2480,67.0,7/17/2021,2021-07-19
810.0,462-38-2258,118.0,4/20/2021,2021-04-24
811.0,187-31-7915,182.0,2/18/2021,2021-02-25
812.0,535-39-9222,812.0,1/5/2021,2021-01-13
813.0,309-77-8675,813.0,4/17/2021,2021-04-22
814.0,895-66-8487,208.0,7/10/2021,2021-07-11
815.0,477-78-1067,815.0,7/17/2021,2021-07-22
816.0,515-97-8303,816.0,12/24/2020,2020-12-30
817.0,777-18-8169,817.0,6/29/2021,2021-07-07
818.0,645-51-2415,126.0,9/6/2021,2021-09-12
819.0,134-03-8278,73.0,9/20/2021,2021-09-26
820.0,124-27-4746,162.0,2/27/2021,2021-03-05
821.0,806-19-0113,234.0,8/9/2021,2021-08-10
822.0,326-63-0249,822.0,10/10/2021,2021-10-11
823.0,123-83-0529,120.0,3/3/2021,2021-03-11
824.0,590-93-7962,139.0,11/18/2021,2021-11-25
825.0,860-83-8404,825.0,12/3/2020,2020-12-05
826.0,518-80-0970,826.0,12/21/2020,2020-12-29
827.0,386-43-9204,243.0,6/27/2021,2021-07-02
828.0,154-29-0627,139.0,5/30/2021,2021-05-31
829.0,368-29-3360,120.0,10/7/2021,2021-10-09
830.0,477-33-8109,830.0,9/1/2021,2021-09-07
831.0,378-60-2301,831.0,12/6/2020,2020-12-08
832.0,877-06-8036,72.0,3/4/2021,2021-03-05
833.0,599-47-0292,833.0,3/2/2021,2021-03-07
834.0,152-96-0557,18.0,2/21/2021,2021-02-27
835.0,492-85-2637,8.0,1/24/2021,2021-01-25
836.0,665-45-1846,17.0,5/16/2021,2021-05-17
837.0,275-99-0591,837.0,4/11/2021,2021-04-14
838.0,261-42-5061,221.0,1/13/2021,2021-01-16
839.0,325-95-8565,839.0,10/26/2021,2021-10-27
840.0,366-94-3977,60.0,5/10/2021,2021-05-11
841.0,225-72-0476,163.0,6/4/2021,2021-06-12
842.0,279-14-7966,842.0,8/9/2021,2021-08-13
843.0,679-26-3884,28.0,6/12/2021,2021-06-13
844.0,722-49-8680,844.0,5/15/2021,2021-05-20
845.0,704-64-1696,165.0,4/19/2021,2021-04-24
846.0,248-02-2795,148.0,4/28/2021,2021-04-29
847.0,414-72-8285,53.0,4/18/2021,2021-04-22
848.0,173-70-9342,188.0,12/2/2020,2020-12-10
849.0,727-14-8591,38.0,12/13/2020,2020-12-21
850.0,683-11-1441,53.0,11/8/2021,2021-11-09
851.0,755-13-9481,851.0,10/13/2021,2021-10-15
852.0,614-55-4424,852.0,1/11/2021,2021-01-19
853.0,753-24-1954,137.0,7/31/2021,2021-08-03
854.0,551-34-5087,210.0,12/26/2020,2020-12-30
855.0,104-01-8835,855.0,10/1/2021,2021-10-04
856.0,687-20-0160,105.0,5/18/2021,2021-05-23
857.0,861-65-0293,211.0,12/17/2020,2020-12-23
858.0,319-84-4887,858.0,1/8/2021,2021-01-09
859.0,623-19-3152,859.0,7/17/2021,2021-07-21
860.0,770-87-0214,860.0,9/13/2021,2021-09-15
861.0,258-71-4405,861.0,9/2/2021,2021-09-05
862.0,479-59-6349,862.0,6/17/2021,2021-06-23
863.0,369-86-3090,55.0,8/31/2021,2021-09-04
864.0,514-33-1364,71.0,6/11/2021,2021-06-13
865.0,414-72-8285,42.0,12/14/2020,2020-12-22
866.0,645-51-2415,18.0,12/26/2020,2020-12-30
867.0,394-28-3901,867.0,10/13/2021,2021-10-16
868.0,171-16-9897,868.0,5/27/2021,2021-06-01
869.0,522-79-4162,117.0,7/18/2021,2021-07-21
870.0,551-34-5087,870.0,10/21/2021,2021-10-28
871.0,707-84-9295,136.0,1/21/2021,2021-01-26
872.0,665-96-2856,872.0,7/8/2021,2021-07-16
873.0,729-39-6570,13.0,11/23/2021,2021-11-27
874.0,643-46-4552,212.0,5/18/2021,2021-05-22
875.0,416-11-2445,875.0,2/17/2021,2021-02-21
876.0,679-26-3884,212.0,3/7/2021,2021-03-14
877.0,274-84-2960,165.0,9/17/2021,2021-09-19
878.0,502-94-1470,878.0,10/24/2021,2021-10-28
879.0,508-61-3847,193.0,9/20/2021,2021-09-24
880.0,593-28-3313,36.0,9/22/2021,2021-09-27
881.0,594-15-5497,881.0,4/26/2021,2021-04-30
882.0,704-27-0956,105.0,4/3/2021,2021-04-08
883.0,760-39-0297,883.0,2/24/2021,2021-02-25
884.0,368-29-3360,187.0,1/28/2021,2021-01-31
885.0,657-98-5147,885.0,11/8/2021,2021-11-15
886.0,102-09-3343,217.0,12/6/2020,2020-12-12
887.0,393-37-5881,219.0,5/27/2021,2021-05-28
888.0,879-05-4701,888.0,10/4/2021,2021-10-07
889.0,807-96-6268,135.0,1/28/2021,2021-01-31
890.0,346-98-4381,890.0,1/10/2021,2021-01-15
891.0,699-89-3379,891.0,12/29/2020,2021-01-01
892.0,721-60-7921,173.0,6/23/2021,2021-07-01
893.0,568-28-9045,893.0,7/25/2021,2021-07-27
894.0,705-38-8542,894.0,12/28/2020,2021-01-01
895.0,759-11-3665,63.0,7/20/2021,2021-07-21
896.0,658-47-7929,896.0,4/21/2021,2021-04-29
897.0,185-81-0885,67.0,10/31/2021,2021-11-01
898.0,714-92-2070,204.0,8/5/2021,2021-08-06
899.0,801-86-2021,899.0,11/4/2021,2021-11-10
900.0,556-60-5405,64.0,11/29/2020,2020-12-06
901.0,420-40-0190,219.0,11/23/2021,2021-11-27
902.0,183-88-3695,902.0,10/26/2021,2021-10-27
903.0,397-56-5782,225.0,7/13/2021,2021-07-17
904.0,363-62-0055,4.0,3/30/2021,2021-04-04
905.0,258-87-2355,905.0,1/7/2021,2021-01-13
906.0,748-30-3353,7.0,4/15/2021,2021-04-17
907.0,846-09-1800,235.0,6/17/2021,2021-06-20
908.0,340-07-9858,908.0,4/6/2021,2021-04-14
909.0,597-48-2305,55.0,11/12/2021,2021-11-15
910.0,226-71-2989,137.0,4/5/2021,2021-04-10
911.0,409-27-4762,911.0,4/21/2021,2021-04-26
912.0,638-07-0950,149.0,4/21/2021,2021-04-25
913.0,523-38-2229,44.0,10/4/2021,2021-10-07
914.0,582-77-4293,914.0,6/22/2021,2021-06-26
915.0,884-22-6123,915.0,11/5/2021,2021-11-09
916.0,310-75-9509,916.0,10/7/2021,2021-10-13
917.0,459-33-3456,917.0,9/13/2021,2021-09-20
918.0,225-76-6305,918.0,7/11/2021,2021-07-13
919.0,720-12-7585,1.0,4/16/2021,2021-04-24
920.0,150-25-5831,186.0,10/9/2021,2021-10-17
921.0,661-43-2960,249.0,3/26/2021,2021-03-28
922.0,154-29-0627,922.0,6/6/2021,2021-06-07
923.0,322-26-4241,923.0,2/4/2021,2021-02-08
924.0,832-61-2032,144.0,11/4/2021,2021-11-11
925.0,454-39-0668,925.0,9/30/2021,2021-10-05
926.0,316-13-6095,125.0,12/1/2020,2020-12-05
927.0,827-48-3136,214.0,9/29/2021,2021-10-02
928.0,762-52-3072,115.0,9/26/2021,2021-09-27
929.0,835-09-3311,6.0,10/28/2021,2021-11-01
930.0,731-57-0019,930.0,10/26/2021,2021-10-31
931.0,155-82-9269,149.0,6/12/2021,2021-06-19
932.0,159-69-5007,63.0,4/4/2021,2021-04-10
933.0,301-57-1845,75.0,11/6/2021,2021-11-13
934.0,745-40-5267,934.0,6/2/2021,2021-06-07
935.0,107-98-8275,935.0,2/4/2021,2021-02-08
936.0,791-09-0233,239.0,2/20/2021,2021-02-25
937.0,457-06-4532,26.0,5/1/2021,2021-05-02
938.0,480-75-8167,113.0,9/3/2021,2021-09-08
939.0,378-60-2301,99.0,6/9/2021,2021-06-15
940.0,779-85-5230,35.0,12/11/2020,2020-12-15
941.0,832-61-2032,38.0,5/21/2021,2021-05-29
942.0,261-11-5920,942.0,7/4/2021,2021-07-09
943.0,769-10-8772,58.0,11/21/2021,2021-11-29
944.0,279-14-7966,944.0,12/10/2020,2020-12-18
945.0,607-33-0647,149.0,9/22/2021,2021-09-27
946.0,367-39-8567,946.0,8/13/2021,2021-08-21
947.0,795-98-8022,947.0,2/22/2021,2021-02-24
948.0,700-30-0365,191.0,6/4/2021,2021-06-08
949.0,845-78-5523,166.0,2/14/2021,2021-02-16
950.0,315-83-0917,80.0,6/26/2021,2021-06-29
951.0,138-95-3360,951.0,8/27/2021,2021-09-01
952.0,667-65-9739,952.0,10/15/2021,2021-10-17
953.0,722-49-8680,23.0,1/31/2021,2021-02-06
954.0,744-10-1287,228.0,1/14/2021,2021-01-19
955.0,488-52-5538,203.0,2/3/2021,2021-02-06
956.0,809-47-4676,92.0,3/13/2021,2021-03-21
957.0,651-25-7990,66.0,4/7/2021,2021-04-15
958.0,197-21-4632,958.0,3/23/2021,2021-03-24
959.0,452-70-1330,192.0,10/4/2021,2021-10-10
960.0,507-48-9468,9.0,10/12/2021,2021-10-14
961.0,123-46-5735,43.0,1/4/2021,2021-01-08
962.0,700-30-0365,26.0,1/1/2021,2021-01-06
963.0,574-95-5193,183.0,12/5/2020,2020-12-11
